City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Acarau,BR,2020-06-21 22:43:45,-2.89,-40.12,78.37,77,12,10.49
304,Haputale,LK,2020-06-21 22:43:45,6.77,80.96,80.6,88,40,9.17
305,Zhigansk,RU,2020-06-21 22:43:45,66.77,123.37,66.16,73,0,11.81
306,Batticaloa,LK,2020-06-21 22:43:45,7.71,81.69,82.47,68,100,13.49
307,Ketchikan,US,2020-06-21 22:43:45,55.34,-131.65,57.2,66,90,13.87
308,Grand-Lahou,CI,2020-06-21 22:43:45,5.14,-5.02,76.46,90,100,9.98
309,Sakakah,SA,2020-06-21 22:43:45,29.97,40.21,77.0,23,0,4.7
310,Matara,LK,2020-06-21 22:43:45,5.95,80.54,80.42,82,100,16.44
311,Salinopolis,BR,2020-06-21 22:43:45,-0.61,-47.36,78.66,87,97,12.21
312,Sarai,RU,2020-06-21 22:43:45,53.75,41.02,53.87,83,89,7.85
313,Verin,ES,2020-06-21 22:43:45,41.94,-7.44,63.0,62,0,3.51
314,Mana,GF,2020-06-21 22:43:45,5.66,-53.78,78.4,85,4,9.08
315,Saint-Denis,FR,2020-06-21 22:43:45,48.92,2.33,59.0,87,25,2.24
316,Matagami,CA,2020-06-21 22:43:01,49.75,-77.63,71.6,88,90,4.7
317,Vanavara,RU,2020-06-21 22:43:45,60.34,102.28,67.71,65,22,4.79
318,Cabedelo,BR,2020-06-21 22:39:56,-6.98,-34.83,77.0,83,40,5.82
319,Karaton,ID,2020-06-21 22:43:45,-6.34,106.1,78.8,88,40,3.36
320,Tessalit,ML,2020-06-21 22:43:46,20.2,1.01,94.5,9,0,12.3
321,Suluq,LY,2020-06-21 22:43:46,31.67,20.25,69.42,83,0,9.78
322,Pisco,PE,2020-06-21 22:42:38,-13.7,-76.22,64.4,77,90,8.05
323,Smithers,CA,2020-06-21 22:39:41,54.78,-127.17,64.4,36,75,11.41
324,Micheweni,TZ,2020-06-21 22:39:39,-4.97,39.83,78.51,78,100,16.98
325,Hit,IQ,2020-06-21 22:43:46,33.64,42.83,81.97,27,0,9.62
326,Yulin,CN,2020-06-21 22:43:46,22.63,110.15,80.38,91,99,5.95
327,Laguna,US,2020-06-21 22:43:46,38.42,-121.42,98.01,23,1,6.76
328,Roma,US,2020-06-21 22:43:46,43.21,-75.46,89.6,38,1,8.05
329,Thurso,GB,2020-06-21 22:43:46,58.59,-3.53,57.2,76,45,10.29
330,Mazatlan,MX,2020-06-21 22:43:46,23.22,-106.42,89.6,43,5,9.17
331,Kundgol,IN,2020-06-21 22:43:46,15.25,75.25,73.51,85,100,14.29
332,Great Falls,US,2020-06-21 22:39:55,47.5,-111.3,77.0,33,20,8.05
333,Jumla,NP,2020-06-21 22:43:46,29.27,82.18,59.97,71,94,1.83
334,Asau,RO,2020-06-21 22:43:46,46.43,26.4,60.01,95,57,4.25
335,Matamoros,MX,2020-06-21 22:43:46,25.53,-103.25,96.8,16,40,12.75
336,Vestmannaeyjar,IS,2020-06-21 22:42:53,63.44,-20.27,50.0,93,90,28.86
337,College,US,2020-06-21 22:43:46,64.86,-147.8,54.0,93,90,3.36
338,West Bay,KY,2020-06-21 22:43:46,19.37,-81.42,89.6,75,40,14.99
339,Pacific Grove,US,2020-06-21 22:42:53,36.62,-121.92,73.99,64,40,10.29
340,Koupela,BF,2020-06-21 22:43:46,12.18,-0.35,92.07,34,81,10.6
341,Bathsheba,BB,2020-06-21 22:42:56,13.22,-59.52,84.2,79,20,20.8
342,Krasnoshchekovo,RU,2020-06-21 22:43:47,51.67,82.73,42.89,79,2,5.44
343,Troitsko-Pechorsk,RU,2020-06-21 22:43:47,62.71,56.2,43.23,77,83,6.4
344,San Jose,US,2020-06-21 22:43:47,37.34,-121.89,84.0,47,40,14.99
345,Namibe,AO,2020-06-21 22:43:47,-15.2,12.15,68.67,61,0,0.63
346,Catalao,BR,2020-06-21 22:43:47,-18.17,-47.95,62.26,55,0,8.08
347,Grants,US,2020-06-21 22:43:47,35.15,-107.85,89.6,7,1,4.7
348,Biscarrosse,FR,2020-06-21 22:43:47,44.39,-1.17,66.2,82,90,5.82
349,Urucara,BR,2020-06-21 22:43:47,-2.54,-57.76,78.55,79,59,1.9
350,Murgab,TM,2020-06-21 22:43:47,37.5,61.97,80.6,30,75,4.7
351,Lasa,IT,2020-06-21 22:43:47,46.62,10.7,53.6,76,75,5.82
352,Sajalices,PA,2020-06-21 22:43:47,8.68,-79.87,84.2,83,40,8.05
353,Kruisfontein,ZA,2020-06-21 22:43:47,-34.0,24.73,53.31,83,0,5.44
354,Port Hardy,CA,2020-06-21 22:43:47,50.7,-127.42,59.0,72,75,4.7
355,Waynesville,US,2020-06-21 22:43:47,35.49,-82.99,69.01,89,89,3.67
356,Lichuan,CN,2020-06-21 22:43:47,30.3,108.85,64.98,98,100,2.17
357,Bulgan,MN,2020-06-21 22:43:47,48.81,103.53,55.04,78,84,1.92
358,Vostok,RU,2020-06-21 22:43:47,46.49,135.88,49.82,98,92,3.83
359,Acajutla,SV,2020-06-21 22:43:48,13.59,-89.83,84.2,66,20,4.92
360,Karratha,AU,2020-06-21 22:42:51,-20.74,116.85,63.5,38,0,12.12
361,Mantena,BR,2020-06-21 22:43:48,-18.78,-40.98,65.41,75,1,1.72
362,Saint-Joseph,RE,2020-06-21 22:43:48,-21.37,55.62,68.0,72,20,6.93
363,Barabai,ID,2020-06-21 22:43:48,-2.58,115.38,73.81,93,100,0.56
364,Sisimiut,GL,2020-06-21 22:43:48,66.94,-53.67,48.34,54,0,9.69
365,Tilichiki,RU,2020-06-21 22:42:38,60.47,166.1,69.44,49,8,5.21
366,Wonthaggi,AU,2020-06-21 22:43:48,-38.6,145.59,48.0,96,95,11.03
367,Marsa Matruh,EG,2020-06-21 22:43:48,31.35,27.25,72.09,78,0,11.83
368,Puqi,CN,2020-06-21 22:43:48,29.72,113.88,73.89,96,100,1.07
369,Torbay,CA,2020-06-21 22:43:48,47.67,-52.73,54.0,58,90,10.29
370,Porbandar,IN,2020-06-21 22:40:04,21.64,69.61,84.58,77,79,15.66
371,Kieta,PG,2020-06-21 22:43:48,-6.22,155.63,84.43,67,14,2.98
372,Alofi,NU,2020-06-21 22:43:48,-19.06,-169.92,78.8,83,58,11.41
373,Lebu,CL,2020-06-21 22:43:48,-37.62,-73.65,50.32,84,100,12.66
374,Praya,CV,2020-06-21 22:43:48,14.92,-23.51,78.8,74,20,11.41
375,Port Shepstone,ZA,2020-06-21 22:43:48,-30.74,30.45,64.71,69,31,8.34
376,Lata,PT,2020-06-21 22:43:48,40.16,-8.33,64.99,84,11,3.0
377,Korem,ET,2020-06-21 22:43:48,12.51,39.52,60.35,63,24,6.49
378,Hofn,IS,2020-06-21 22:42:55,64.25,-15.21,50.29,91,100,15.88
379,Talnakh,RU,2020-06-21 22:42:33,69.49,88.4,51.8,62,2,8.95
380,Rosetta,EG,2020-06-21 22:43:25,31.4,30.42,72.68,81,0,9.82
381,Vaitape,PF,2020-06-21 22:43:49,-16.52,-151.75,78.78,81,90,22.32
382,Hidalgotitlan,MX,2020-06-21 22:43:49,17.78,-94.63,87.8,74,5,23.04
383,Todos Santos,MX,2020-06-21 22:43:49,23.45,-110.22,79.0,69,3,4.0
384,Mumford,GH,2020-06-21 22:39:55,5.26,-0.76,77.16,87,100,12.73
385,Isla Vista,US,2020-06-21 22:43:02,34.41,-119.86,82.0,68,90,8.05
386,Dicabisagan,PH,2020-06-21 22:43:49,17.08,122.42,82.33,79,70,5.28
387,Ixtapa,MX,2020-06-21 22:43:49,20.7,-105.2,86.0,66,40,13.87
388,Mormugao,IN,2020-06-21 22:43:49,15.4,73.8,80.94,83,100,10.02
389,Abha,SA,2020-06-21 22:43:49,18.22,42.51,71.6,68,83,3.87
390,Coacoyul,MX,2020-06-21 22:43:49,17.81,-99.11,78.73,62,95,4.52
391,Wakkanai,JP,2020-06-21 22:39:05,45.41,141.67,52.14,89,100,7.65
392,Lorengau,PG,2020-06-21 22:43:16,-2.02,147.27,83.91,71,7,3.09
393,Los Llanos De Aridane,ES,2020-06-21 22:43:49,28.66,-17.92,71.6,68,75,13.87
394,Juba,SS,2020-06-21 22:43:49,4.85,31.58,69.44,89,1,3.38
395,Sao Joao Do Piaui,BR,2020-06-21 22:43:49,-8.36,-42.25,72.16,67,30,2.48
396,Half Moon Bay,US,2020-06-21 22:40:53,37.46,-122.43,73.99,87,90,13.87
397,Ushtobe,KZ,2020-06-21 22:43:49,45.25,77.98,59.05,34,0,18.57
398,Isangel,VU,2020-06-21 22:43:49,-19.55,169.27,77.0,73,40,9.17
399,Buraydah,SA,2020-06-21 22:43:49,26.33,43.98,84.2,26,0,11.41
400,Anadyr,RU,2020-06-21 22:43:50,64.75,177.48,73.4,38,51,6.71
401,Kharela,IN,2020-06-21 22:43:50,25.55,79.82,87.71,49,37,1.25
402,Krasnoselkup,RU,2020-06-21 22:43:50,65.7,82.47,51.13,84,89,15.05
403,Meulaboh,ID,2020-06-21 22:43:50,4.14,96.13,74.17,97,100,6.64
404,Chihuahua,MX,2020-06-21 22:41:04,28.5,-106.0,93.2,17,75,13.87
405,Iquique,CL,2020-06-21 22:43:50,-20.22,-70.14,62.6,67,75,9.17
406,Kurumkan,RU,2020-06-21 22:43:50,54.3,110.3,62.87,63,15,3.44
407,Uige,AO,2020-06-21 22:43:50,-7.61,15.06,62.85,41,0,2.62
408,Cayenne,GF,2020-06-21 22:43:50,4.93,-52.33,82.4,78,20,4.7
409,Vanimo,PG,2020-06-21 22:43:50,-2.67,141.3,81.48,78,13,4.34
410,Lagoa,PT,2020-06-21 22:42:54,39.05,-27.98,65.97,85,0,19.42
411,Melito Di Porto Salvo,IT,2020-06-21 22:43:50,37.92,15.77,71.6,88,40,4.7
412,Mocuba,MZ,2020-06-21 22:43:50,-16.84,36.99,59.92,97,17,2.08
413,Callaway,US,2020-06-21 22:43:50,30.15,-85.57,86.0,62,1,12.75
414,Esmeraldas,BR,2020-06-21 22:43:50,-19.76,-44.31,66.2,68,0,5.82
415,Beloha,MG,2020-06-21 22:43:50,-25.17,45.05,67.14,85,99,1.54
416,Ust-Kuyga,RU,2020-06-21 22:43:50,70.02,135.6,84.49,32,81,9.22
417,Hobyo,SO,2020-06-21 22:43:50,5.35,48.53,79.93,69,68,25.32
418,Nelson Bay,AU,2020-06-21 22:43:50,-32.72,152.15,50.0,81,40,6.93
419,Umm Lajj,SA,2020-06-21 22:43:50,25.02,37.27,84.99,39,52,6.82
420,Olinda,BR,2020-06-21 22:43:50,-8.01,-34.86,80.6,61,20,11.41
421,Malabo,GQ,2020-06-21 22:40:04,3.75,8.78,77.85,79,96,1.74
422,Ende,ID,2020-06-21 22:43:51,-8.84,121.66,75.76,76,73,2.71
423,Nam Som,TH,2020-06-21 22:43:51,17.77,102.19,77.36,89,54,2.01
424,Olafsvik,IS,2020-06-21 22:43:04,64.89,-23.71,53.44,76,18,23.0
425,Yate,GB,2020-06-21 22:43:51,51.54,-2.42,55.99,81,2,6.62
426,Mareeba,AU,2020-06-21 22:43:51,-17.0,145.43,72.0,83,17,1.12
427,Lithakia,GR,2020-06-21 22:39:05,37.72,20.83,71.01,88,0,3.36
428,Fussen,DE,2020-06-21 22:43:51,47.87,12.17,59.0,86,48,3.0
429,Waipawa,NZ,2020-06-21 22:43:51,-41.41,175.52,54.0,93,100,13.87
430,Chara,RU,2020-06-21 22:43:51,56.91,118.26,62.58,49,0,1.05
431,Sumbe,AO,2020-06-21 22:43:51,-11.21,13.84,70.86,84,0,4.05
432,Itarema,BR,2020-06-21 22:43:51,-2.92,-39.92,78.49,76,7,10.74
433,Ilulissat,GL,2020-06-21 22:42:37,69.22,-51.1,46.4,59,47,4.7
434,Vredendal,ZA,2020-06-21 22:43:51,-31.67,18.5,54.37,85,0,2.75
435,Batman,TR,2020-06-21 22:43:51,37.89,41.13,64.4,68,0,5.82
436,Voznesenye,RU,2020-06-21 22:43:51,61.01,35.48,48.79,77,0,1.14
437,Teya,RU,2020-06-21 22:43:51,60.38,92.63,51.04,90,95,1.63
438,Zemio,CF,2020-06-21 22:43:51,5.03,25.14,68.34,93,2,2.3
439,Carbondale,US,2020-06-21 22:43:01,37.73,-89.22,84.2,54,75,4.7
440,Pochutla,MX,2020-06-21 22:43:51,15.74,-96.47,89.6,59,40,11.41
441,Bacungan,PH,2020-06-21 22:43:52,9.91,118.7,78.8,83,20,4.7
442,Muros,ES,2020-06-21 22:43:21,42.78,-9.06,62.01,94,16,4.21
443,Maseru,LS,2020-06-21 22:43:52,-29.32,27.48,36.64,79,0,1.48
444,Antalaha,MG,2020-06-21 22:43:52,-14.9,50.28,72.19,89,87,8.61
445,Svetlogorsk,BY,2020-06-21 22:43:52,52.63,29.73,63.34,97,91,9.93
446,Mildura,AU,2020-06-21 22:43:52,-34.2,142.15,46.0,100,90,5.82
447,Almaznyy,RU,2020-06-21 22:43:52,48.04,40.05,69.8,77,40,6.71
448,Hinton,CA,2020-06-21 22:43:52,53.4,-117.59,59.9,70,55,7.92
449,Pochinki,RU,2020-06-21 22:43:52,54.7,44.87,47.84,83,39,3.4
450,Sterling,US,2020-06-21 22:43:52,39.01,-77.43,84.2,48,20,4.7
451,Port Blair,IN,2020-06-21 22:43:52,11.67,92.75,82.65,79,100,7.49
452,Te Anau,NZ,2020-06-21 22:43:15,-45.42,167.72,43.54,70,12,1.05
453,Berlevag,NO,2020-06-21 22:39:56,70.86,29.09,45.32,80,21,11.3
454,Ishigaki,JP,2020-06-21 22:43:52,24.34,124.16,84.2,94,75,10.29
455,Winnemucca,US,2020-06-21 22:43:52,40.97,-117.74,84.0,26,70,3.0
456,Mengyin,CN,2020-06-21 22:43:52,35.71,117.93,68.36,80,93,10.47
457,Tignere,CM,2020-06-21 22:43:52,7.37,12.65,65.41,91,97,2.01
458,Topolobampo,MX,2020-06-21 22:43:52,25.6,-109.05,98.01,27,5,10.29
459,Masterton,NZ,2020-06-21 22:43:52,-40.96,175.66,55.99,90,98,1.43
460,Lohja,FI,2020-06-21 22:43:53,60.25,24.07,55.99,81,0,3.36
461,Omboue,GA,2020-06-21 22:43:53,-1.57,9.26,72.48,91,35,7.96
462,Bochnia,PL,2020-06-21 22:43:53,49.97,20.43,63.0,96,99,3.0
463,Huesca,ES,2020-06-21 22:43:53,42.14,-0.41,68.0,55,0,10.29
464,Lahaina,US,2020-06-21 22:43:05,20.88,-156.68,87.8,57,75,14.99
465,Lumeje,AO,2020-06-21 22:43:53,-11.55,20.78,53.6,46,0,4.52
466,Komsomolskiy,UZ,2020-06-21 22:43:53,40.43,71.72,73.4,31,31,6.93
467,Rorvik,NO,2020-06-21 22:43:53,64.86,11.24,61.54,72,22,15.26
468,Moose Factory,CA,2020-06-21 22:43:53,51.26,-80.61,68.0,88,75,11.41
469,Sarangani,PH,2020-06-21 22:43:53,5.4,125.46,83.7,70,93,3.85
470,Sri Aman,MY,2020-06-21 22:43:53,1.24,111.46,75.2,100,100,3.36
471,Agirish,RU,2020-06-21 22:39:48,61.92,63.02,42.26,92,86,7.4
472,Itaquyry,PY,2020-06-21 22:43:53,-24.93,-55.22,69.85,70,0,4.47
473,Kolpashevo,RU,2020-06-21 22:43:53,58.31,82.91,54.77,67,100,12.08
474,Gorontalo,ID,2020-06-21 22:43:40,0.54,123.06,77.14,86,40,2.93
475,Namatanai,PG,2020-06-21 22:43:53,-3.67,152.43,84.13,71,9,4.12
476,Ilhabela,BR,2020-06-21 22:43:53,-23.78,-45.36,75.06,68,6,3.89
477,Russkiy,RU,2020-06-21 22:43:53,43.01,131.86,62.6,100,75,4.47
478,Traverse City,US,2020-06-21 22:42:10,44.76,-85.62,75.2,60,75,5.82
479,Guadalupe Y Calvo,MX,2020-06-21 22:43:53,26.1,-106.97,76.15,40,66,11.99
480,Lingao,CN,2020-06-21 22:43:53,19.91,109.69,82.18,77,26,7.23
481,Pocone,BR,2020-06-21 22:40:47,-16.26,-56.62,76.8,48,0,1.9
482,Takaka,NZ,2020-06-21 22:43:54,-40.85,172.8,60.01,69,0,5.01
483,Rabo De Peixe,PT,2020-06-21 22:43:54,37.8,-25.58,66.2,93,75,3.36
484,Marawi,PH,2020-06-21 22:43:03,8.0,124.29,75.99,90,8,5.99
485,Aguilas,ES,2020-06-21 22:43:54,37.41,-1.58,79.0,36,0,0.96
486,Caxito,AO,2020-06-21 22:43:54,-8.58,13.66,71.6,94,75,6.93
487,Sinop,TR,2020-06-21 22:43:54,41.77,34.87,61.3,76,41,8.19
488,Gat,IL,2020-06-21 22:39:51,31.61,34.76,84.0,30,0,1.01
489,Guilin,CN,2020-06-21 22:43:54,25.28,110.29,82.4,78,90,11.18
490,Sorland,NO,2020-06-21 22:43:54,67.67,12.69,62.02,63,42,10.42
491,Mago,RU,2020-06-21 22:43:54,53.25,140.18,49.62,74,100,4.0
492,Noumea,NC,2020-06-21 22:43:54,-22.28,166.46,66.2,68,0,7.02
493,La Ronge,CA,2020-06-21 22:43:16,55.1,-105.28,64.4,45,20,11.41
494,Ancud,CL,2020-06-21 22:39:30,-41.87,-73.82,48.0,93,90,17.22
495,Rumoi,JP,2020-06-21 22:39:05,43.93,141.64,59.97,72,98,9.31
496,Sendai,JP,2020-06-21 22:42:07,38.27,140.87,68.0,88,75,3.36
497,Puerto Del Rosario,ES,2020-06-21 22:43:54,28.5,-13.86,71.6,78,0,16.11
498,Lewisburg,US,2020-06-21 22:43:54,35.45,-86.79,82.0,65,75,6.93
499,Feni,BD,2020-06-21 22:43:54,23.02,91.41,78.8,87,80,9.64
500,Darnah,LY,2020-06-21 22:43:15,32.77,22.64,70.41,82,0,16.53
501,Seminole,US,2020-06-21 22:42:42,28.71,-81.21,93.99,38,1,6.93
502,Kargopol,RU,2020-06-21 22:43:54,61.51,38.95,43.07,83,11,0.81
503,Alekseyevsk,RU,2020-06-21 22:43:54,57.84,108.35,65.59,62,8,5.26
504,Eucaliptus,BO,2020-06-21 22:43:55,-17.58,-67.52,48.36,41,0,4.16
505,Awjilah,LY,2020-06-21 22:43:55,29.11,21.29,71.19,69,0,11.32
506,Biak,ID,2020-06-21 22:43:55,-0.91,122.88,77.97,79,70,8.61
507,Chulumani,BO,2020-06-21 22:43:55,-16.41,-67.53,63.19,77,25,2.06
508,Verkhoyansk,RU,2020-06-21 22:43:55,67.54,133.38,83.32,31,0,9.22
509,Quang Ngai,VN,2020-06-21 22:43:55,15.12,108.8,79.0,77,33,3.65
510,Srandakan,ID,2020-06-21 22:43:55,-7.94,110.25,76.87,86,88,9.31
511,Klyuchi,RU,2020-06-21 22:43:55,52.27,79.17,55.62,42,30,12.86
512,Chardara,KZ,2020-06-21 22:43:55,41.25,67.97,73.78,30,14,0.87
513,Ugoofaaru,MV,2020-06-21 22:43:55,5.67,73.0,82.92,75,100,11.52
514,Oranjemund,NA,2020-06-21 22:43:55,-28.55,16.43,55.72,86,0,7.02
515,Placerville,US,2020-06-21 22:43:55,38.73,-120.8,95.0,25,1,4.7
516,Vila Franca Do Campo,PT,2020-06-21 22:43:55,37.72,-25.43,66.2,93,75,3.36
517,Matipo,BR,2020-06-21 22:43:55,-20.28,-42.34,59.92,91,29,1.19
518,Luganville,VU,2020-06-21 22:43:55,-15.53,167.17,78.8,94,75,6.93
519,Varnamo,SE,2020-06-21 22:43:55,57.19,14.04,63.0,97,100,2.84
520,Preili,LV,2020-06-21 22:43:55,56.29,26.72,63.64,79,96,6.55
521,Bukachacha,RU,2020-06-21 22:43:55,52.98,116.92,57.36,72,4,7.23
522,Tsaratanana,MG,2020-06-21 22:43:55,-16.78,47.65,68.09,67,9,11.63
523,Iskateley,RU,2020-06-21 22:43:55,67.68,53.15,41.34,81,100,8.37
524,Atamanovka,RU,2020-06-21 22:43:55,51.93,113.63,53.6,76,20,4.47
525,Puerto Baquerizo Moreno,EC,2020-06-21 22:40:08,-0.9,-89.6,69.48,89,96,8.77
526,Wagar,SD,2020-06-21 22:43:20,16.15,36.2,92.3,30,80,15.35
527,Uncia,BO,2020-06-21 22:43:56,-18.47,-66.57,47.97,41,0,3.56
528,Tianpeng,CN,2020-06-21 22:43:56,30.99,103.94,75.99,13,100,3.31
529,Nogliki,RU,2020-06-21 22:43:56,51.83,143.17,45.36,82,100,9.1
530,Biltine,TD,2020-06-21 22:43:56,14.53,20.92,81.91,30,0,8.19
531,Teguldet,RU,2020-06-21 22:43:56,57.31,88.17,49.21,79,100,2.93
532,Wahiawa,US,2020-06-21 22:43:56,21.5,-158.02,86.0,65,90,10.29
533,Soyo,AO,2020-06-21 22:43:56,-6.13,12.37,72.73,87,0,5.01
534,Gizo,SB,2020-06-21 22:43:56,-8.1,156.84,83.89,70,16,6.24
535,Narsaq,GL,2020-06-21 22:43:56,60.92,-46.05,59.0,47,100,5.82
536,Maceio,BR,2020-06-21 22:43:56,-9.67,-35.74,71.6,88,0,4.7
537,Severnyy-Kospashskiy,RU,2020-06-21 22:43:56,59.09,57.8,43.0,91,54,1.01
538,Evans,US,2020-06-21 22:43:56,33.53,-82.13,93.99,43,90,8.05
539,Lykhivka,UA,2020-06-21 22:43:56,48.69,33.92,65.44,86,48,8.05
540,Garissa,KE,2020-06-21 22:43:56,-0.45,39.64,75.74,65,63,17.74
541,Mirnyy,RU,2020-06-21 22:43:56,62.54,113.96,64.4,68,65,4.47
542,Trelleborg,SE,2020-06-21 22:43:56,55.38,13.16,61.0,93,40,4.7
543,Kaitangata,NZ,2020-06-21 22:43:56,-46.28,169.85,40.82,68,0,3.02
544,Mayor Pablo Lagerenza,PY,2020-06-21 22:43:15,-19.93,-60.77,84.94,42,43,7.85
545,Youkounkoun,GN,2020-06-21 22:43:57,12.53,-13.13,87.66,56,63,7.14
546,Alberton,CA,2020-06-21 22:43:57,46.82,-64.07,67.66,83,41,12.46
547,Jieshi,CN,2020-06-21 22:43:24,22.81,115.83,83.68,84,100,14.12
548,Belousovka,KZ,2020-06-21 22:43:57,50.13,82.52,37.4,93,0,2.24
549,Bomet,KE,2020-06-21 22:43:57,-0.78,35.34,56.98,98,100,2.21
550,Hasaki,JP,2020-06-21 22:43:57,35.73,140.83,68.0,100,75,10.29
551,Yokote,JP,2020-06-21 22:43:57,39.3,140.57,68.0,72,75,6.93
552,Severo-Kurilsk,RU,2020-06-21 22:43:04,50.68,156.12,48.29,81,88,4.65
553,Bratsk,RU,2020-06-21 22:43:57,56.13,101.61,64.0,82,4,2.24
554,Mirabad,AF,2020-06-21 22:43:57,30.44,61.84,88.86,11,0,7.47
555,Maragogi,BR,2020-06-21 22:43:57,-9.01,-35.22,75.97,72,0,9.62
556,Altay,CN,2020-06-21 22:43:57,47.87,88.12,45.91,55,69,1.92
557,Bucerias,MX,2020-06-21 22:43:57,20.75,-105.33,86.0,66,40,13.87
558,Sao Joao Da Barra,BR,2020-06-21 22:43:57,-21.64,-41.05,72.54,86,0,13.35
559,Bayangol,RU,2020-06-21 22:43:57,50.7,103.47,51.33,92,100,3.62
560,Berdigestyakh,RU,2020-06-21 22:43:57,62.1,126.7,65.79,47,1,8.86
561,Tanout,NE,2020-06-21 22:43:57,14.97,8.89,91.65,11,18,8.72
562,Makakilo City,US,2020-06-21 22:39:46,21.35,-158.09,86.0,65,90,10.29
563,Talalayivka,UA,2020-06-21 22:43:57,50.96,31.92,64.26,92,0,11.83
564,Iwanai,JP,2020-06-21 22:43:57,42.97,140.51,64.76,67,87,5.86
565,Shihezi,CN,2020-06-21 22:39:03,44.3,86.03,57.24,37,0,6.17
566,Smolyaninovo,RU,2020-06-21 22:43:57,43.3,132.47,62.6,100,75,4.47
567,Gamba,GA,2020-06-21 22:43:07,-2.65,10.0,71.58,95,0,5.08
568,Lichinga,MZ,2020-06-21 22:43:58,-13.31,35.24,53.6,100,0,5.82
